No,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
638,ASGM,Virtus AlphaSimplex Global Macro ETF,Financial,Exchange Traded Fund,USA,-,-,28.42,-0.10%,3
639,ASGN,ASGN Inc,Technology,Information Technology Services,USA,1.61B,14.99,39.05,1.51%,"386,215"
640,ASH,Ashland Inc,Basic Materials,Specialty Chemicals,USA,2.49B,-,54.39,-1.89%,"412,447"
641,ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial,Exchange Traded Fund,USA,-,-,32.58,-0.55%,"4,290,877"
642,ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,40.19,-0.62%,"9,199"
643,ASIA,Matthews Pacific Tiger Active ETF,Financial,Exchange Traded Fund,USA,-,-,34.67,-1.41%,"1,014"
644,ASIC,Ategrity Specialty Insurance Company Holdings,Financial,Insurance - Property & Casualty,USA,957.97M,12.90,19.93,2.31%,"50,670"
645,ASIX,AdvanSix Inc,Basic Materials,Chemicals,USA,680.42M,14.02,25.32,0.88%,"673,456"
646,ASLE,AerSale Corp,Industrials,Airports & Air Services,USA,291.48M,32.19,6.17,-0.96%,"196,544"
647,ASLV,Allspring Special Large Value ETF,Financial,Exchange Traded Fund,USA,-,-,27.85,-0.12%,"2,136"
648,ASM,Avino Silver & Gold Mines Ltd,Basic Materials,Other Precious Metals & Mining,Canada,1.10B,37.49,6.53,-0.91%,"4,192,799"
649,ASMB,Assembly Biosciences Inc,Healthcare,Biotechnology,USA,460.18M,-,29.01,-1.43%,"37,857"
650,ASMF,Virtus AlphaSimplex Managed Futures ETF,Financial,Exchange Traded Fund,USA,-,-,25.38,0.30%,"13,918"
651,ASMG,Leverage Shares 2X Long ASML Daily ETF,Financial,Exchange Traded Fund,USA,-,-,31.61,-6.18%,"167,166"
652,ASMH,ASML Holding NV ADRhedged,Financial,Exchange Traded Fund,USA,-,-,90.15,-2.44%,"2,873"
653,ASML,ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,507.69B,47.14,1317.23,-3.13%,"1,880,920"
654,ASMU,Direxion Daily ASML Bull 2X ETF,Financial,Exchange Traded Fund,USA,-,-,20.61,-6.70%,"135,672"
655,ASND,Ascendis Pharma A/S ADR,Healthcare,Biotechnology,Denmark,14.07B,-,229.25,0.44%,"752,485"
656,ASNS,Actelis Networks Inc,Technology,Communication Equipment,USA,9.51M,-,0.36,-0.75%,"820,980"
657,ASO,Academy Sports and Outdoors Inc,Consumer Cyclical,Specialty Retail,USA,3.69B,10.32,57.35,-0.59%,"1,438,095"
658,ASPC,A SPAC III Acquisition Corp,Financial,Shell Companies,Hong Kong,25.18M,446.89,10.77,-1.73%,969
659,ASPI,ASP Isotopes Inc,Basic Materials,Chemicals,USA,536.72M,-,4.29,4.38%,"3,138,807"
660,ASPN,Aspen Aerogels Inc,Industrials,Building Products & Equipment,USA,305.63M,-,3.69,6.34%,"1,372,690"
661,ASPS,Altisource Portfolio Solutions S.A,Real Estate,Real Estate Services,Luxembourg,76.90M,-,6.82,6.07%,"22,815"
662,ASR,Grupo Aeroportuario Del Sureste S.A. ADR,Industrials,Airports & Air Services,Mexico,9.62B,19.16,347.30,1.08%,"140,485"
663,ASRT,Assertio Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,123.81M,-,19.21,-3.37%,"126,263"
664,ASRV,Ameriserv Financial Inc,Financial,Banks - Regional,USA,62.94M,10.93,3.71,2.77%,"9,770"
665,ASST,Strive Inc,Financial,Asset Management,USA,674.30M,-,9.75,-4.04%,"2,549,048"
666,ASTC,Astrotech Corp,Technology,Scientific & Technical Instruments,USA,7.00M,-,3.98,-10.56%,"555,884"
667,ASTE,Astec Industries Inc,Industrials,Farm & Heavy Construction Machinery,USA,1.26B,32.78,55.06,-1.98%,"143,184"
668,ASTH,Astrana Health Inc,Healthcare,Medical Care Facilities,USA,1.26B,54.92,25.05,2.20%,"302,665"
669,ASTI,Ascent Solar Technologies Inc,Technology,Solar,USA,41.16M,-,4.35,12.11%,"628,484"
670,ASTL,Algoma Steel Group Inc,Basic Materials,Steel,Canada,434.41M,-,4.14,0.73%,"977,348"
671,ASTN,Defiance Daily Target 2X Short ASTS ETF,Financial,Exchange Traded Fund,USA,-,-,11.68,-21.24%,"3,014,436"
672,ASTS,AST SpaceMobile Inc,Technology,Communication Equipment,USA,35.38B,-,92.62,10.28%,"16,835,871"
673,ASTX,Tradr 2X Long ASTS Daily ETF,Financial,Exchange Traded Fund,USA,-,-,45.01,20.73%,"2,900,908"
674,ASUR,Asure Software Inc,Technology,Software - Application,USA,239.75M,-,8.45,1.32%,"64,278"
675,ASX,ASE Technology Holding Co.Ltd ADR,Technology,Semiconductors,Taiwan,48.73B,38.50,22.28,-0.89%,"4,899,403"
676,ASYS,Amtech Systems Inc,Technology,Semiconductor Equipment & Materials,USA,174.61M,-,12.12,1.42%,"104,110"
677,ATAI,AtaiBeckley Inc,Healthcare,Biotechnology,USA,1.38B,-,3.79,2.43%,"3,045,724"
678,ATAT,Atour Lifestyle Holdings Ltd ADR,Consumer Cyclical,Lodging,China,4.15B,22.56,36.48,-1.25%,"1,006,295"
679,ATCH,AtlasClear Holdings Inc,Financial,Capital Markets,USA,29.29M,-,0.20,-3.02%,"835,807"
680,ATCL,REX Autocallable Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.21,-0.12%,"4,503"
681,ATCX,Atlas Critical Minerals Corp,Basic Materials,Other Precious Metals & Mining,Brazil,28.44M,-,5.69,-0.70%,"18,197"
682,ATEC,Alphatec Holdings Inc,Healthcare,Medical Devices,USA,1.64B,-,10.83,-3.82%,"2,105,539"
683,ATEN,A10 Networks Inc,Technology,Software - Infrastructure,USA,1.72B,41.80,23.99,-0.37%,"668,369"
684,ATER,Aterian Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,6.53M,-,0.60,0.05%,"29,850"
685,ATEX,Anterix Inc,Communication Services,Telecom Services,USA,756.62M,9.29,40.39,3.27%,"227,230"
686,ATFV,Alger 35 ETF,Financial,Exchange Traded Fund,USA,-,-,31.93,0.89%,"26,370"
687,ATGL,Alpha Technology Group Ltd,Technology,Software - Infrastructure,Hong Kong,246.44M,-,14.21,-7.78%,39
688,ATHE,Alterity Therapeutics Ltd ADR,Healthcare,Biotechnology,Australia,64.46M,-,3.56,-2.22%,"2,871"
689,ATHM,Autohome Inc ADR,Communication Services,Internet Content & Information,China,2.06B,10.66,17.36,-1.03%,"267,981"
690,ATHR,Aether Holdings Inc,Technology,Software - Application,USA,24.41M,-,2.01,-8.22%,"24,709"
691,ATI,ATI Inc,Industrials,Metal Fabrication,USA,20.08B,51.41,146.63,-3.05%,"2,211,651"
692,ATII,Archimedes Tech SPAC Partners II Co,Financial,Shell Companies,USA,308.77M,38.61,10.42,0.10%,2
693,ATKR,Atkore Inc,Industrials,Electrical Equipment & Parts,USA,2.08B,-,61.51,2.11%,"335,159"
694,ATLC,Atlanticus Holdings Corp,Financial,Credit Services,USA,797.44M,8.97,53.45,-1.16%,"50,874"
695,ATLN,Atlantic International Corp,Industrials,Staffing & Employment Services,USA,219.77M,-,3.51,0.00%,"26,794"
696,ATLO,Ames National Corp,Financial,Banks - Regional,USA,251.19M,13.25,28.36,-0.18%,"68,628"
697,ATLX,Atlas Lithium Corporation,Basic Materials,Other Industrial Metals & Mining,Brazil,126.18M,-,4.65,4.97%,"376,144"
698,ATMP,iPath Select MLP ETN,Financial,Exchange Traded Fund,USA,-,-,34.16,0.82%,"2,729"
699,ATMU,Atmus Filtration Technologies Inc,Consumer Cyclical,Auto Parts,USA,4.70B,23.01,57.62,-0.86%,"754,715"
700,ATNI,ATN International Inc,Communication Services,Telecom Services,USA,420.77M,-,27.38,-0.18%,"58,022"
701,ATNM,Actinium Pharmaceuticals Inc,Healthcare,Biotechnology,USA,30.76M,-,0.98,-0.97%,"59,299"
702,ATO,Atmos Energy Corp,Utilities,Utilities - Regulated Gas,USA,31.26B,24.60,188.97,1.88%,"664,861"
703,ATOM,Atomera Inc,Technology,Semiconductor Equipment & Materials,USA,157.60M,-,4.07,0.74%,"538,917"
704,ATON,AlphaTON Capital Corp,Financial,Asset Management,United Kingdom,7.41M,-,0.32,-2.65%,"564,845"
705,ATOS,Atossa Therapeutics Inc,Healthcare,Biotechnology,USA,46.20M,-,5.36,4.99%,"71,488"
706,ATPC,Agape ATP Corp,Consumer Defensive,Packaged Foods,Malaysia,3.17M,-,3.17,25.79%,"449,730"
707,ATR,Aptargroup Inc,Healthcare,Medical Instruments & Supplies,USA,8.11B,21.42,126.01,-0.58%,"297,467"
708,ATRA,Atara Biotherapeutics Inc,Healthcare,Biotechnology,USA,40.81M,1.71,4.99,-3.48%,"46,934"
709,ATRC,Atricure Inc,Healthcare,Medical Instruments & Supplies,USA,1.45B,-,29.07,2.68%,"512,138"
710,ATRO,Astronics Corp,Industrials,Aerospace & Defense,USA,2.46B,96.53,69.84,-1.24%,"419,662"
711,ATS,ATS Corporation,Industrials,Specialty Industrial Machinery,Canada,2.79B,189.86,28.46,-1.52%,"83,079"
712,ATTR,Arin Tactical Tail Risk ETF,Financial,Exchange Traded Fund,USA,-,-,91.23,0.12%,238
713,ATXG,Addentax Group Corp,Industrials,Integrated Freight & Logistics,China,3.88M,-,4.97,-4.79%,"15,938"
714,ATYR,Atyr Pharma Inc,Healthcare,Biotechnology,USA,83.04M,-,0.85,-0.46%,"703,901"
715,AU,AngloGold Ashanti Plc,Basic Materials,Gold,United Kingdom,51.10B,19.62,101.22,-2.22%,"2,264,425"
716,AUAU,Global X Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,40.78,-1.00%,"1,641"
717,AUB,Atlantic Union Bankshares Corp,Financial,Banks - Regional,USA,5.15B,17.75,36.09,0.28%,"869,327"
718,AUBN,Auburn National Bancorp Inc,Financial,Banks - Regional,USA,81.03M,11.17,23.19,0.73%,599
719,AUDC,Audiocodes,Technology,Communication Equipment,Israel,233.49M,28.32,8.71,1.04%,"46,162"
720,AUGM,FT Vest U.S. Equity Max Buffer ETF - August,Financial,Exchange Traded Fund,USA,-,-,33.98,-0.03%,"1,088"
721,AUGO,Aura Minerals Inc,Basic Materials,Gold,USA,7.33B,-,87.69,0.34%,"1,226,678"
722,AUGP,PGIM S&P 500 Buffer 12 ETF - August,Financial,Exchange Traded Fund,USA,-,-,30.71,0.20%,"1,900"
723,AUGT,AllianzIM U.S. Equity Buffer10 Aug ETF,Financial,Exchange Traded Fund,USA,-,-,35.08,0.05%,2
724,AUGU,AllianzIM U.S. Equity Buffer15 Uncapped Aug ETF,Financial,Exchange Traded Fund,USA,-,-,28.54,0.19%,"8,365"
725,AUGW,AllianzIM U.S. Equity Buffer20 Aug ETF,Financial,Exchange Traded Fund,USA,-,-,32.34,0.03%,"1,449"
726,AUGZ,TrueShares Structured Outcome (August) ETF,Financial,Exchange Traded Fund,USA,-,-,40.93,0.27%,"4,972"
727,AUID,authID Inc,Technology,Software - Infrastructure,USA,19.36M,-,1.20,5.26%,"174,531"
728,AUMI,Themes Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,99.01,-2.57%,"6,693"
729,AUNA,Auna S.A,Healthcare,Medical Care Facilities,Luxembourg,418.91M,-,5.66,0.71%,"100,569"
730,AUPH,Aurinia Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,2.08B,7.52,15.61,0.90%,"1,256,233"
731,AUR,Aurora Innovation Inc,Technology,Information Technology Services,USA,8.09B,-,4.15,-0.72%,"12,279,429"
732,AURA,Aura Biosciences Inc,Healthcare,Biotechnology,USA,419.54M,-,6.54,-2.39%,"175,770"
733,AURE,Aurelion Inc,Financial,Capital Markets,Hong Kong,85.11M,-,2.46,10.81%,"165,583"
734,AUSF,Global X Adaptive U.S. Factor ETF,Financial,Exchange Traded Fund,USA,-,-,48.77,0.54%,"219,083"
735,AUSM,Allspring Ultra Short Municipal ETF,Financial,Exchange Traded Fund,USA,-,-,25.07,0.04%,"15,008"
736,AUST,Austin Gold Corp,Basic Materials,Gold,Canada,21.09M,-,1.54,1.99%,"80,771"
737,AUTL,Autolus Therapeutics plc ADR,Healthcare,Biotechnology,United Kingdom,375.26M,-,1.41,2.17%,"1,032,102"
738,AUUD,Auddia Inc,Technology,Software - Application,USA,2.60M,-,5.20,-4.59%,"69,563"
739,AVA,Avista Corp,Utilities,Utilities - Diversified,USA,3.40B,17.33,41.34,1.62%,"524,002"
740,AVAH,Aveanna Healthcare Holdings Inc,Healthcare,Medical Care Facilities,USA,1.39B,6.28,6.38,1.43%,"721,958"
741,AVAL,Grupo Aval Acciones y Valores S.A. ADR,Financial,Banks - Regional,Colombia,1.64B,12.02,4.35,-0.68%,"63,146"
742,AVAV,AeroVironment Inc,Industrials,Aerospace & Defense,USA,9.21B,-,184.36,0.47%,"717,266"
743,AVB,Avalonbay Communities Inc,Real Estate,REIT - Residential,USA,23.26B,22.47,166.02,0.68%,"1,108,205"
744,AVBC,Avidia Bancorp Inc,Financial,Banks - Regional,USA,396.51M,-,19.75,-0.15%,"34,347"
745,AVBH,Avidbank Holdings Inc,Financial,Banks - Regional,USA,316.27M,-,28.80,0.31%,"31,396"
746,AVBP,ArriVent BioPharma Inc,Healthcare,Biotechnology,USA,1.10B,-,24.89,2.77%,"362,923"
747,AVD,American Vanguard Corp,Basic Materials,Agricultural Inputs,USA,69.07M,-,2.42,-0.41%,"263,218"
748,AVDE,Avantis International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,85.70,-0.52%,"1,462,630"
749,AVDS,Avantis International Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,72.74,-0.99%,"35,941"
750,AVDV,Avantis International Small Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,100.75,-0.97%,"2,371,919"
751,AVEE,Avantis Emerging Markets Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,63.47,-1.00%,"5,189"
752,AVEM,Avantis Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,80.67,-0.75%,"2,402,418"
753,AVES,Avantis Emerging Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,60.04,-0.15%,"75,846"
754,AVGB,Avantis Credit ETF,Financial,Exchange Traded Fund,USA,-,-,50.81,0.09%,"1,503"
755,AVGE,Avantis All Equity Markets ETF,Financial,Exchange Traded Fund,USA,-,-,88.55,-0.06%,"30,018"
756,AVGG,Leverage Shares 2X Long AVGO Daily ETF,Financial,Exchange Traded Fund,USA,-,-,20.93,0.49%,"63,132"
757,AVGO,Broadcom Inc,Technology,Semiconductors,USA,1489.29B,61.36,314.55,0.34%,"13,952,428"
758,AVGU,GraniteShares 2x Long AVGO Daily ETF,Financial,Exchange Traded Fund,USA,-,-,26.83,0.36%,"30,788"
759,AVGV,Avantis All Equity Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,78.01,-0.03%,"16,468"
760,AVGW,Roundhill AVGO WeeklyPay ETF,Financial,Exchange Traded Fund,USA,-,-,36.96,0.27%,"23,096"
761,AVGX,Defiance Daily Target 2X Long AVGO ETF,Financial,Exchange Traded Fund,USA,-,-,36.03,0.50%,"262,995"
762,AVIE,Avantis Inflation Focused Equity ETF,Financial,Exchange Traded Fund,USA,-,-,72.60,0.12%,286
763,AVIG,Avantis Core Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,41.69,0.30%,"187,044"
764,AVIR,Atea Pharmaceuticals Inc,Healthcare,Biotechnology,USA,458.91M,-,5.76,1.95%,"442,906"
765,AVIV,Avantis International Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,75.52,-0.37%,"116,168"
766,AVK,Advent Convertible and Income Fund,Financial,Closed-End Fund - Debt,USA,509.48M,4.29,11.54,1.50%,"211,461"
767,AVL,Direxion Daily AVGO Bull 2X ETF,Financial,Exchange Traded Fund,USA,-,-,33.94,0.54%,"210,240"
768,AVLC,Avantis U.S. Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,78.19,-0.18%,"234,237"
769,AVLV,Avantis U.S. Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,80.95,-0.01%,"868,957"
770,AVMA,Avantis Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,67.61,0.00%,"4,958"
771,AVMC,Avantis U.S. Mid Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,72.76,0.18%,"24,268"
772,AVMU,Avantis Core Municipal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,45.97,0.23%,"7,763"
773,AVMV,Avantis U.S. Mid Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,74.26,0.08%,"24,067"
774,AVNM,Avantis All International Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,76.77,-0.72%,"64,574"
775,AVNS,Avanos Medical Inc,Healthcare,Medical Devices,USA,648.78M,-,13.95,-0.99%,"334,444"
776,AVNT,Avient Corp,Basic Materials,Specialty Chemicals,USA,3.21B,39.26,35.07,-3.65%,"588,370"
777,AVNV,Avantis All International Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,78.85,-0.70%,"8,220"
778,AVNW,Aviat Networks Inc,Technology,Communication Equipment,USA,260.69M,17.87,20.20,2.72%,"299,816"
779,AVO,Mission Produce Inc,Consumer Defensive,Food Distribution,USA,1.02B,31.05,14.44,4.11%,"906,976"
780,AVOS,Avos Global Equities ETF,Financial,Exchange Traded Fund,USA,-,-,24.75,-0.49%,567
781,AVPT,AvePoint Inc,Technology,Software - Infrastructure,USA,2.14B,66.00,9.94,2.26%,"1,294,083"
782,AVR,Anteris Technologies Global Corp,Healthcare,Medical Instruments & Supplies,USA,534.78M,-,5.50,3.38%,"527,308"
783,AVRE,Avantis Real E state ETF,Financial,Exchange Traded Fund,USA,-,-,44.80,1.06%,"78,793"
784,AVRY,Avory Foundational ETF,Financial,Exchange Traded Fund,USA,-,-,21.48,0.42%,"11,407"
785,AVS,Direxion Daily AVGO Bear 1X ETF,Financial,Exchange Traded Fund,USA,-,-,10.09,-0.17%,"310,369"
786,AVSC,Avantis U.S Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,62.99,0.47%,"85,453"
787,AVSD,Avantis Responsible International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,74.45,-0.67%,"5,457"
788,AVSE,Avantis Responsible Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,66.75,-0.86%,"5,056"
789,AVSF,Avantis Short-Term Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,46.87,0.05%,"51,163"
790,AVSU,Avantis Responsible U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,74.71,0.08%,"4,811"
791,AVT,Avnet Inc,Technology,Electronics & Computer Distribution,USA,5.06B,25.34,61.87,-1.65%,"611,429"
792,AVTM,Avantis Total Equity Markets ETF,Financial,Exchange Traded Fund,USA,-,-,47.45,0.09%,636
793,AVTR,Avantor Inc,Healthcare,Medical Instruments & Supplies,USA,5.39B,-,7.90,1.67%,"5,095,065"
794,AVTX,Avalo Therapeutics Inc,Healthcare,Biotechnology,USA,404.72M,-,17.76,6.35%,"1,108,935"
795,AVUQ,Avantis U.S. Quality ETF,Financial,Exchange Traded Fund,USA,-,-,57.36,0.07%,"5,347"
796,AVUS,Avantis U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,112.00,0.08%,"297,923"
797,AVUV,Avantis U.S. Small Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,111.42,0.68%,"1,232,033"
798,AVX,AVAX One Technology Ltd,Financial,Asset Management,Canada,52.29M,-,0.58,2.16%,"248,491"
799,AVXC,Avantis Emerging Markets ex-China Equity ETF,Financial,Exchange Traded Fund,USA,-,-,67.73,-1.01%,"20,330"
800,AVXL,Anavex Life Sciences Corporation,Healthcare,Biotechnology,USA,277.09M,-,2.99,-3.55%,"1,165,229"
801,AVXX,Defiance Daily Target 2x Long AVAV ETF,Financial,Exchange Traded Fund,USA,-,-,10.50,0.52%,"52,122"
802,AVY,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,USA,13.19B,19.51,171.47,-0.94%,"468,164"
803,AWAY,Amplify Travel Tech ETF,Financial,Exchange Traded Fund,USA,-,-,16.04,-1.05%,"4,754"
804,AWF,AllianceBernstein Global High Income Fund Inc,Financial,Closed-End Fund - Debt,USA,864.02M,11.79,10.02,-1.28%,"510,024"
805,AWI,Armstrong World Industries Inc,Industrials,Building Products & Equipment,USA,7.07B,23.32,165.03,-0.42%,"397,573"
806,AWK,American Water Works Co. Inc,Utilities,Utilities - Regulated Water,USA,26.97B,24.25,138.14,0.99%,"1,608,148"
807,AWP,abrdn Global Premier Properties Fund,Financial,Closed-End Fund - Foreign,USA,340.41M,54.14,11.37,0.62%,"181,889"
808,AWR,American States Water Co,Utilities,Utilities - Regulated Water,USA,3.03B,23.05,77.59,1.85%,"205,969"
809,AWRE,Aware Inc,Technology,Software - Application,USA,28.30M,-,1.31,0.77%,"17,002"
810,AWX,Avalon Holdings Corp,Industrials,Waste Management,USA,10.14M,31.59,2.60,0.39%,"2,345"
811,AX,Axos Financial Inc,Financial,Banks - Regional,USA,4.84B,10.81,85.36,-0.71%,"276,713"
812,AXG,Solowin Holdings,Financial,Capital Markets,Hong Kong,692.59M,-,3.68,4.25%,"705,005"
813,AXGN,Axogen Inc,Healthcare,Medical Devices,USA,1.79B,-,34.44,2.56%,"615,259"
814,AXIA,Axia Energia ADR,Utilities,Utilities - Renewable,Brazil,22.56B,26.30,11.51,-0.43%,"4,081,690"
815,AXIL,AXIL Brands Inc,Technology,Consumer Electronics,USA,47.89M,44.11,7.04,0.28%,"4,941"
816,AXIN,Axiom Intelligence Acquisition Corp 1,Financial,Shell Companies,United Kingdom,276.21M,56.43,10.13,-0.10%,144
817,AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,USA,33.19B,270.68,412.81,-2.54%,"1,071,217"
818,AXP,American Express Co,Financial,Credit Services,USA,206.11B,19.51,300.18,-0.42%,"2,100,044"
819,AXPG,Leverage Shares 2x Long AXP Daily ETF,Financial,Exchange Traded Fund,USA,-,-,10.95,-0.82%,"5,692"
820,AXR,AMREP Corp,Real Estate,Real Estate - Development,USA,147.80M,11.58,27.86,-0.68%,"4,990"
821,AXS,Axis Capital Holdings Ltd,Financial,Insurance - Specialty,Bermuda,7.52B,8.20,101.67,1.78%,"423,476"
822,AXSM,Axsome Therapeutics Inc,Healthcare,Biotechnology,USA,8.62B,-,168.51,-1.91%,"617,018"
823,AXTA,Axalta Coating Systems Ltd,Basic Materials,Specialty Chemicals,USA,5.72B,15.42,26.82,-3.04%,"2,712,603"
824,AXTI,AXT Inc,Technology,Semiconductor Equipment & Materials,USA,2.94B,-,52.84,12.09%,"15,837,010"
825,AYI,Acuity Inc,Industrials,Electrical Equipment & Parts,USA,8.14B,19.46,265.39,-7.52%,"906,150"
826,AYTU,Aytu BioPharma Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,28.76M,-,2.68,1.52%,"55,345"
827,AZ,A2Z Cust2Mate Solutions Corp,Technology,Software - Application,Canada,320.35M,-,7.48,0.00%,"354,795"
828,AZI,Autozi Internet Technology (Global) Ltd,Consumer Cyclical,Auto & Truck Dealerships,China,8.87M,-,1.95,-5.34%,"41,695"
829,AZN,Astrazeneca plc,Healthcare,Drug Manufacturers - General,United Kingdom,315.58B,31.07,203.49,1.37%,"2,049,273"
830,AZO,Autozone Inc,Consumer Cyclical,Auto Parts,USA,56.03B,23.82,3400.54,-0.76%,"75,839"
831,AZTA,Azenta Inc,Healthcare,Medical Instruments & Supplies,USA,1.04B,-,22.63,6.85%,"1,103,286"
832,AZTD,Aztlan Global Stock Selection DM SMID ETF,Financial,Exchange Traded Fund,USA,-,-,29.21,-0.45%,67
833,AZTR,Azitra Inc,Healthcare,Biotechnology,USA,3.80M,-,0.23,-3.10%,"937,906"
834,AZYY,GraniteShares YieldBoost AMZN ETF,Financial,Exchange Traded Fund,USA,-,-,16.11,-1.15%,"1,001"
835,AZZ,AZZ Inc,Industrials,Specialty Business Services,USA,3.77B,11.88,126.38,0.10%,"99,606"
836,B,Barrick Mining Corp,Basic Materials,Gold,Canada,69.76B,14.12,41.64,-1.33%,"12,368,667"
837,BA,Boeing Co,Industrials,Aerospace & Defense,USA,163.52B,109.83,208.22,0.43%,"6,614,690"
838,BAB,Invesco Taxable Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.88,-0.15%,"350,728"
839,BABA,Alibaba Group Holding Ltd ADR,Consumer Cyclical,Internet Retail,China,274.24B,22.69,122.05,-1.36%,"8,797,764"
840,BABO,YieldMax BABA Option Income Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,10.06,-2.14%,"20,048"
841,BABU,Direxion Daily BABA Bull 2X ETF,Financial,Exchange Traded Fund,USA,-,-,12.82,-3.26%,"27,587"
842,BABW,Roundhill BABA WeeklyPay ETF,Financial,Exchange Traded Fund,USA,-,-,27.91,-2.03%,"9,637"
843,BABX,GraniteShares 2x Long BABA Daily ETF,Financial,Exchange Traded Fund,USA,-,-,23.30,-2.80%,"358,714"
844,BAC,Bank Of America Corp,Financial,Banks - Diversified,USA,354.38B,12.92,49.38,0.22%,"27,500,466"
845,BACC,Blue Acquisition Corp,Financial,Shell Companies,USA,286.05M,113.04,10.23,0.10%,"1,247"
846,BAER,Bridger Aerospace Group Holdings Inc,Industrials,Security & Protection Services,USA,112.97M,-,2.02,1.51%,"263,415"
847,BAFE,Brown Advisory Flexible Equity ETF,Financial,Exchange Traded Fund,USA,-,-,25.42,-0.10%,"125,424"
848,BAFN,BayFirst Financial Corp,Financial,Banks - Regional,USA,27.77M,-,6.76,4.48%,"8,898"
849,BAGY,Amplify Bitcoin Max Income Covered Call ETF,Financial,Exchange Traded Fund,USA,-,-,27.69,-1.63%,"5,475"
850,BAH,Booz Allen Hamilton Holding Corp,Industrials,Consulting Services,USA,10.03B,12.36,83.13,3.43%,"1,560,093"
851,BAI,iShares A.I. Innovation and Tech Active ETF,Financial,Exchange Traded Fund,USA,-,-,34.22,0.44%,"4,045,061"
852,BAIG,Leverage Shares 2X Long BBAI Daily ETF,Financial,Exchange Traded Fund,USA,-,-,2.95,8.74%,"442,147"
853,BAIV,Brown Advisory International Value Select ETF,Financial,Exchange Traded Fund,USA,-,-,23.85,-0.45%,"5,648"
854,BAK,Braskem S.A. ADR,Basic Materials,Chemicals,Brazil,622.83M,-,3.61,2.27%,"1,264,359"
855,BALI,iShares U.S. Large Cap Premium Income Active ETF,Financial,Exchange Traded Fund,USA,-,-,30.74,0.20%,"211,020"
856,BALL,Ball Corp,Consumer Cyclical,Packaging & Containers,USA,15.96B,18.06,59.97,-0.66%,"1,522,828"
857,BALQ,iShares Nasdaq Premium Income Active ETF,Financial,Exchange Traded Fund,USA,-,-,46.34,0.23%,"41,915"
858,BALT,Innovator Defined Wealth Shield ETF,Financial,Exchange Traded Fund,USA,-,-,33.52,0.03%,"609,814"
859,BALY,Ballys Corporation,Consumer Cyclical,Resorts & Casinos,USA,468.37M,-,9.65,2.55%,"46,387"
860,BAM,Brookfield Asset Management Ltd,Financial,Asset Management,USA,72.82B,29.08,44.45,0.84%,"4,755,854"
861,BAMA,Brookstone Active ETF,Financial,Exchange Traded Fund,USA,-,-,33.25,-0.10%,"7,172"
862,BAMB,Brookstone Intermediate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.27,0.13%,"7,978"
863,BAMD,Brookstone Dividend Stock ETF,Financial,Exchange Traded Fund,USA,-,-,31.36,0.67%,"6,409"
864,BAMG,Brookstone Growth Stock ETF,Financial,Exchange Traded Fund,USA,-,-,36.99,0.06%,"8,106"
